and;a
admire;podziwiaj
admire;podziwiają
admiring;podziwiając
admiring;podziwiająca
admiring;podziwiającą
admiring;podziwiające
admiring;podziwiającego
admiring;podziwiającej
admiring;podziwiający
admiring;podziwiających
admiring;podziwiającym
admire;podziwiajcie
marvel;podziwiajmy
admired;podziwiali
I admire;podziwialiby
admired;podziwialiście
admired;podziwialiśmy
admired;podziwiał
admired;podziwiała
I admired;podziwiałam
I admired;podziwiałem
admired;podziwiałeś
admired;podziwiało
admired;podziwiały
We admired;podziwiałyśmy
I admire;podziwiam
admire;podziwiamy
admired;podziwiana
admired;podziwianą
admired;podziwiane
admired;podziwianego
admired;podziwianej
admired;podziwiani
admiring;podziwiania
admiration;podziwianie
admiring;podziwianiem
admiring;podziwianiu
admired;podziwiano
admired;podziwiany
admired;podziwianych
admired;podziwianym
admired;podziwianymi
admired;podziwiań
you admire;podziwiasz
he admires;podziwią
admiration;podziwie
admiration;podziwienia
I admire;podziwienie
admiration;podziwieniem
I admire;podziwię
admiration;podziwowi
admiration;podziwu
poets;poeci
poet;poecie
poem;poemacie
poem;poemat
poems;poematach
poems;poematami
poem;poematem
poems;poematom
poem;poematowi
poems;poematów
the poem;poematu
poems;poematy
poet;poeta
poets;poetach
poets;poetami
poet;poetą
poet;poetę
poet;poeto
poets;poetom
poets;poetów
poet;poety
poetic;poetycka
poetic;poetycką
poetic;poetycki
poetry;poetyckich
poetry;poetyckie
poetic;poetyckiego
poetry;poetyckiej
poetic;poetyckiemu
poetry;poetyckim
poetry;poetyckimi
poetically;poetycko
poetry;poezja
poems;poezjach
poetry;poezjami
poetry;poezją
poetry;poezje
poetry;poezję
poetry;poezji
Poetry;poezjo
Gentile;pogan
heathen;poganach
heathen;poganami
heathen;poganie
pagan;poganin
Gentile;poganina
Gentile;poganinem
heathen;poganinie
heathen;poganinowi
Gentiles;poganom
the Gentiles;pogany
Gentile;pogańscy
heathen;pogańska
pagan;pogańską
pagan;pogański
heathen;pogańskich
heathen;pogańskie
heathen;pogańskiego
pagan;pogańskiej
the pagan;pogańskiemu
Gentile;pogańskim
Gentile;pogańskimi
pagan;pogańsku
contempt;pogard
contempt;pogarda
contempt;pogardą
contempt;pogardę
contempt;pogardy
despises;pogardza
despise;pogardzacie
despise;pogardzać
despise;pogardzaj
despise;pogardzają
scorning;pogardzając
Disregarding;pogardzająca
Disregarding;pogardzającą
Disregarding;pogardzające
Disregarding;pogardzającej
despised;pogardzających
despise;pogardzajcie
despise;pogardzajmy
despised;pogardzali
despise;pogardzaliby
despised;pogardzał
despised;pogardzała
despised;pogardzałam
despised;pogardzałem
held in contempt;pogardzały
I despise;pogardzam
contempt;pogardzamy
despised;pogardzana
despised;pogardzaną
disdained;pogardzane
despised;pogardzanego
disdained;pogardzanej
despised;pogardzanemu
despised;pogardzani
contempt;pogardzania
contempt;pogardzanie
disdainful of;pogardzaniem
contempt;pogardzaniu
scorned;pogardzano
despised;pogardzany
despised;pogardzanych
despised;pogardzanym
despised;pogardzanymi
disdained;pogardzań
despise;pogardzasz
contempt;pogardzie
view;pogląd
views;poglądach
views;poglądami
view;poglądem
views;poglądom
notion;poglądowi
views;poglądów
view;poglądu
views;poglądy
the view;poglądzie
rumor;pogłosce
rumors;pogłosek
rumor;pogłoska
rumors;pogłoskach
rumors;pogłoskami
rumor;pogłoską
rumor;pogłoskę
rumors;pogłoski
rumors;pogłoskom
weather;pogoda
weather;pogodą
weather;pogodę
cheerful;pogodna
serene;pogodną
serene;pogodne
serene;pogodnego
serene;pogodnej
cheerful;pogodni
Clear;pogodnie
sunny;pogodny
humored;pogodnych
cheerful;pogodnym
cheerful;pogodnymi
for weather;pogodo
WEATHER;pogodów
weather;pogody
weather;pogodzie
of emergency;pogotowi
emergency;pogotowia
emergency;pogotowie
ambulance;pogotowiem
ready;pogotowiu
weather;pogód
border;pogranicza
borderlands;pograniczach
Borderlands;pograniczami
borderland;pogranicze
borderland;pograniczem
the border;pograniczu
borderlands;pograniczy
funeral;pogrzeb
funerals;pogrzebach
bury;pogrzebać
buried;pogrzebali
funeral;pogrzebaliby
we buried;pogrzebaliśmy
buried;pogrzebał
buried;pogrzebała
bury;pogrzebałaby
I buried;pogrzebałam
drowned;pogrzebałaś
would bury;pogrzebałby
I buried;pogrzebałem
You bury;pogrzebałeś
buried;pogrzebało
buried;pogrzebały
funerals;pogrzebami
buried;pogrzebana
buried;pogrzebaną
buried;pogrzebane
buried;pogrzebanego
buried;pogrzebanej
buried;pogrzebani
burial;pogrzebania
burial;pogrzebanie
burial;pogrzebaniem
burial;pogrzebaniu
buried;pogrzebano
buried;pogrzebany
buried;pogrzebanych
buried;pogrzebanym
buried;pogrzebanymi
buried;pogrzebań
funeral;pogrzebawszy
bury;pogrzebcie
bury;pogrzebcież
funeral;pogrzebem
bury;pogrzebią
funeral;pogrzebie
bury;pogrzebiecie
bury;pogrzebiemy
bury;pogrzebiesz
bury;pogrzebię
buried;pogrzebiona
buried;pogrzebioną
buried;pogrzebione
buried;pogrzebionej
buried;pogrzebiono
buried;pogrzebiony
funerals;pogrzebom
funeral;pogrzebowa
funeral;pogrzebową
Funeral;pogrzebowe
funeral;pogrzebowego
funeral;pogrzebowej
funeral;pogrzebowemu
funeral;pogrzebowi
funeral;pogrzebowy
funeral;pogrzebowych
funeral;pogrzebowym
funeral;pogrzebowymi
funerals;pogrzebów
funeral;pogrzebu
funerals;pogrzeby
bury;pogrześć
inform;poinformować
They informed;poinformowali
iNFORMED;poinformowaliby
you have informed;poinformowaliście
we informed;poinformowaliśmy
reported;poinformował
announced;poinformowała
I told;poinformowałam
would inform;poinformowałby
I informed;poinformowałem
you report;poinformowałeś
reported;poinformowało
This would tell;poinformowałoby
reported;poinformowały
informed;poinformowana
informed;poinformowaną
informed;poinformowane
informed;poinformowanego
informed;poinformowanej
informed;poinformowani
informing;poinformowania
inform;poinformowanie
informing;poinformowaniem
informed;poinformowaniu
informed;poinformowano
aware;poinformowany
informed;poinformowanych
informed;poinformowanym
knowledgeable;poinformowanymi
informed;poinformowań
informing;poinformowawszy
please let;poinformuj
inform;poinformują
Inform;poinformujcie
inform;poinformuje
I will inform you;poinformujecie
We inform;poinformujemy
you tell;poinformujesz
I inform;poinformuję
we should inform;poinformujmy
will go;pojadą
I will go;pojadę
materialize;pojaw
will;pojawi
will;pojawią
appear;pojawić
show;pojawienia
appearances;pojawieniach
appearances;pojawieniami
appearance;pojawienie
the advent;pojawieniem
appearances;pojawieniom
appearance;pojawieniu
aPPEARANCES;pojawień
I shall appear;pojawię
They appeared;pojawili
you came;pojawiliście
We showed;pojawiliśmy
appeared;pojawił
appeared;pojawiła
would appear;pojawiłaby
I appeared;pojawiłam
you came;pojawiłaś
reappear;pojawiłby
I appeared;pojawiłem
you appeared;pojawiłeś
there;pojawiło
emerge;pojawiłoby
appeared;pojawiły
arise;pojawiłyby
you show up;pojawisz
having arisen;pojawiwszy
vehicle;pojazd
vehicles;pojazdach
vehicles;pojazdami
vehicle;pojazdem
vehicles;pojazdom
vehicle;pojazdowi
vehicles;pojazdów
vehicle;pojazdu
vehicles;pojazdy
understand;pojąć
understood;pojął
marry;pojąłby
I'd realize;pojąłbym
I understood;pojąłem
comprehended;pojąłeś
took a;pojąwszy
go;pojechać
they went;pojechali
they would go;pojechaliby
We would drive;pojechalibyśmy
did you go;pojechaliście
we went;pojechaliśmy
he drove;pojechał
she went;pojechała
I would have gone;pojechałabym
I went;pojechałam
you went;pojechałaś
would drive;pojechałby
I would go;pojechałbym
I drove;pojechałem
you went;pojechałeś
rode;pojechało
went;pojechały
we went;pojechałyśmy
Alpen;pojechania
They went;pojechanie
Alpen;pojechaniem
They went;pojechano
having driven;pojechawszy
solitary;pojedynce
single;pojedyncza
single;pojedynczą
Single;pojedyncze
single;pojedynczego
single;pojedynczej
single;pojedynczemu
singly;pojedynczo
single;pojedynczy
single;pojedynczych
single;pojedynczym
single;pojedynczymi
duel;pojedynek
single room;pojedynka
duels;pojedynkach
duels;pojedynkami
single room;pojedynką
alone;pojedynkę
duels;pojedynki
duel;pojedynkiem
duel;pojedynkowi
duels;pojedynków
duel;pojedynku
he will go;pojedzie
you go;pojedziecie
we will go;pojedziemy
you go;pojedziesz
Take;pojedź
Drive;pojedźcie
let's go;pojedźmy
container;pojemnik
container;pojemnika
containers;pojemnikach
containers;pojemnikami
containers;pojemniki
container;pojemnikiem
containers;pojemnikom
container;pojemnikowi
containers;pojemników
container;pojemniku
capacity;pojemności
capacity;pojemnościach
Capacitor;pojemnościami
capacity;pojemnością
capacities of;pojemnościom
capacity;pojemność
vehicle;pojeździe
concept;pojęci
concepts;pojęcia
concepts;pojęciach
concepts;pojęciami
concept;pojęcie
concept;pojęciem
concepts;pojęciom
notion;pojęciu
concepts;pojęć
They understood;pojęli
you would comprehend;pojęlibyście
we understood;pojęliśmy
she understood;pojęła
I understood;pojęłam
grasped the;pojęłaś
grasped;pojęły
understood;pojęta
understood;pojętą
comprehended;pojęte
understood;pojętego
comprehended;pojętej
slowly fades;pojętemu
understood;pojęty
comprehended;pojętych
comprehended;pojętym
conceived;pojętymi
will understand;pojmą
captured;pojmę
comprehend;pojmie
comprehend;pojmiecie
we understand;pojmiemy
you understand;pojmiesz
UNDERSTAND;pojmij
Understand;pojmijcie
comprehend;pojmować
conceived;pojmowali
understanding;pojmowaliby
we understood;pojmowaliśmy
understood;pojmował
comprehended;pojmowała
comprehend;pojmowałam
comprehend;pojmowałem
grasped;pojmowało
still understand;pojmowały
understood;pojmowana
notions of;pojmowaną
conceived;pojmowane
understood;pojmowanego
understood;pojmowanej
understanding;pojmowani
understanding;pojmowania
understanding;pojmowanie
understanding;pojmowaniem
understanding;pojmowaniu
conceived;pojmowano
understood;pojmowany
conceived;pojmowanych
conceived;pojmowanymi
understood;pojmowań
shalt;pojmuj
comprehend;pojmują
comprehending;pojmując
comprehending;pojmująca
comprehending;pojmującą
conceived the;pojmujące
comprehending;pojmującej
comprehending;pojmujący
comprehending;pojmujących
comprehends;pojmuje
comprehend;pojmujecie
comprehend;pojmujemy
comprehend;pojmujesz
I understand;pojmuję
day after tomorrow;pojutrza
day after tomorrow;pojutrze
day after tomorrow;pojutrzem
food;pokarm
foods;pokarmach
foods;pokarmami
food;pokarmem
FEED;pokarmi
FEED;pokarmią
feed the;pokarmić
diet;pokarmie
FEED;pokarmienie
FEED;pokarmię
Ingestion;pokarmowa
food;pokarmową
food;pokarmowe
food;pokarmowego
food;pokarmowej
digestive;pokarmowemu
alimentary;pokarmowy
food;pokarmowych
tract;pokarmowym
alimentary;pokarmowymi
food;pokarmów
food;pokarmu
foods;pokarmy
show;pokaz
shows;pokazach
show;pokazać
they showed;pokazali
display;pokazaliby
you showed;pokazaliście
we showed;pokazaliśmy
showed;pokazał
showed;pokazała
would show;pokazałaby
I showed;pokazałam
you showed;pokazałaś
would show;pokazałby
would show;pokazałbym
I showed;pokazałem
showed;pokazałeś
showed;pokazało
would show;pokazałoby
showed;pokazały
would show;pokazałyby
We showed;pokazałyśmy
shows;pokazami
shown in;pokazana
shown;pokazaną
shown;pokazane
shown;pokazanego
shown;pokazanej
that shown;pokazanemu
display;pokazani
show;pokazania
show;pokazanie
showing;pokazaniem
show;pokazaniu
shown;pokazano
shown;pokazany
shown;pokazanych
shown in;pokazanym
shown;pokazanymi
the shows;pokazań
While establishing the;pokazawszy
show;pokazem
show;pokazie
demonstrations;pokazom
show of;pokazowi
shows;pokazów
show;pokazu
show;pokazuj
They show;pokazują
showing;pokazując
showing;pokazująca
showing;pokazującą
showing;pokazujące
showing;pokazującego
showing;pokazującej
showing;pokazujący
showing;pokazujących
showing;pokazującym
showing;pokazującymi
shows;pokazuje
you show;pokazujecie
show;pokazujemy
you show;pokazujesz
show;pokazuję
Let us show;pokazujmy
shows;pokazy
to show;pokazywać
they showed;pokazywali
showing;pokazywaliby
we showed;pokazywaliśmy
show;pokazywał
showing;pokazywała
I showed;pokazywałam
would show;pokazywałby
I showed;pokazywałem
you show;pokazywałeś
showed;pokazywało
would show;pokazywałoby
showed;pokazywały
would show;pokazywałyby
shown;pokazywana
that is shown;pokazywaną
show;pokazywane
being shown;pokazywanego
the displayed;pokazywanej
also displayed;pokazywani
show;pokazywania
showing;pokazywanie
showing;pokazywaniem
showing;pokazywaniu
shown;pokazywano
shown;pokazywany
shown;pokazywanych
being shown;pokazywanym
the displayed;pokazywań
substantial;pokaźna
sizeable;pokaźną
substantial;pokaźne
sizable;pokaźnego
substantial;pokaźnej
grandly;pokaźni
substantially;pokaźnie
substantial;pokaźny
substantial;pokaźnych
sizeable;pokaźnym
large for;pokaźnymi
show;pokaż
show;pokażą
Show me;pokażcie
show;pokaże
you show;pokażecie
show;pokażemy
show;pokażesz
I will show;pokażę
let's show;pokażmy
deck;pokład
decks;pokładach
decks;pokładami
deck;pokładem
decks;pokładom
deck;pokładowi
decks;pokładów
deck;pokładu
decks;pokłady
board;pokładzie
rooms;pokoi
rooms;pokojach
rooms;pokojami
rooms;pokoje
peace;pokojem
rooms leading;pokojom
Room;pokojowa
peace;pokojową
room;pokojowe
peaceful;pokojowego
RT;pokojowej
peace;pokojowemu
peace;pokojowi
peacefully;pokojowo
peaceful;pokojowy
peace;pokojowych
peace;pokojowym
peace;pokojowymi
rooms;pokojów
maid;pokojówce
maids;pokojówek
maid;pokojówka
Maids;pokojówkach
chambermaids;pokojówkami
maid;pokojówką
maid;pokojówkę
maid;pokojówki
Maid;pokojówko
maids;pokojówkom
room;pokoju
generations;pokolenia
generations;pokoleniach
generations;pokoleniami
generation;pokolenie
generation;pokoleniem
generations;pokoleniom
generation;pokoleniu
generations;pokoleń
beat;pokona
you defeat;pokonacie
defeat;pokonać
defeat;pokonaj
beat;pokonają
: Defeat;pokonajcie
defeated;pokonajmy
beat;pokonali
defeated;pokonaliby
defeated;pokonaliście
beat;pokonaliśmy
beat;pokonał
beat;pokonała
have overcome;pokonałaby
I fight away;pokonałabym
overcame;pokonałam
You beat;pokonałaś
beaten;pokonałby
beat;pokonałem
beat;pokonałeś
beat;pokonało
overcome a;pokonałoby
beat;pokonały
would overcome;pokonałyby
beat;pokonam
beat;pokonamy
defeated;pokonana
defeated;pokonaną
defeated;pokonane
defeated;pokonanego
defeated;pokonanej
the conquered;pokonanemu
defeated;pokonani
overcome;pokonania
defeat;pokonanie
overcoming;pokonaniem
defeat;pokonaniu
overcome;pokonano
defeated;pokonany
defeated;pokonanych
defeated;pokonanym
defeated;pokonanymi
defeats;pokonań
defeat;pokonasz
defeating;pokonawszy
defeat;pokonuj
overcome;pokonują
beating;pokonując
defeated;pokonująca
